time,latitude,longitude,depth,mag,magType,nst,gap,dmin,rms,net,id,updated,place,type
1967-09-03T21:07:29.000Z,-10.656,-79.674,15,7,mw,,,,,iscgem,iscgem830900,2015-02-12T20:14:17.869Z,off the coast of central Peru,earthquake
1967-09-20T09:39:16.000Z,-49.736,164.009,20,7,mw,,,,,iscgem,iscgem831453,2015-02-12T21:50:27.279Z,"Auckland Islands, New Zealand region",earthquake
1968-05-20T07:13:09.000Z,-30.799,-178.11,55,7,mw,,,,,iscgem,iscgem822391,2015-02-12T23:15:25.285Z,"Kermadec Islands, New Zealand",earthquake
1968-05-20T21:09:46.000Z,44.822,150.219,28.3,7,mw,,,,,iscgem,iscgem822412,2015-02-12T20:24:30.696Z,east of the Kuril Islands,earthquake
1968-06-12T13:41:53.000Z,39.503,143.07,32.1,7,mw,,,,,iscgem,iscgem820211,2015-02-12T21:38:40.581Z,"off the east coast of Honshu, Japan",earthquake
1968-10-23T21:04:44.000Z,-3.33,143.286,15,7,mw,,,,,iscgem,iscgem816232,2015-02-12T22:37:09.151Z,"near the north coast of New Guinea, Papua New Guinea",earthquake
1969-01-05T13:26:43.000Z,-7.97,158.888,60,7,mw,,,,,iscgem,iscgem812898,2015-02-12T20:11:37.367Z,Solomon Islands,earthquake
1969-01-19T07:02:09.000Z,44.985,143.238,244.7,7,mw,,,,,iscgem,iscgem813290,2015-02-12T20:16:55.470Z,"Hokkaido, Japan region",earthquake
1969-02-23T00:36:58.000Z,-3.201,118.904,15,7,mw,,,,,iscgem,iscgem812497,2015-02-12T22:08:07.874Z,"Sulawesi, Indonesia",earthquake
1969-04-21T07:19:28.000Z,32.15,131.938,38.6,7,mw,,,,,iscgem,iscgem810045,2015-02-12T22:46:06.429Z,"Kyushu, Japan",earthquake
1970-06-14T00:00:11.000Z,-52.028,-74.07,15,7,mw,,,,,iscgem,iscgem794565,2015-02-12T23:26:06.318Z,"near the coast of Magallanes, Chile",earthquake
1970-07-25T22:41:14.000Z,32.053,131.782,45,7,mw,,,,,iscgem,iscgem794013,2015-03-20T15:10:33.965Z,"Kyushu, Japan",earthquake
1970-07-29T10:16:22.000Z,25.977,95.34,76.1,7,mw,,,,,iscgem,iscgem794100,2015-03-20T15:10:43.316Z,Myanmar,earthquake
1970-12-02T15:54:22.000Z,-11.154,163.377,30,7,mw,,,,,iscgem,iscgem788837,2015-02-12T22:50:15.374Z,Solomon Islands,earthquake
1971-02-04T15:33:29.000Z,0.653,98.711,30,7,mw,,,,,iscgem,iscgem786889,2015-03-20T15:13:34.180Z,"Nias region, Indonesia",earthquake
1971-02-07T02:29:30.000Z,51.409,-176.974,28.9,7,mw,,,,,iscgem,iscgem786954,2015-03-20T15:13:39.783Z,"Andreanof Islands, Aleutian Islands, Alaska",earthquake
1971-02-08T21:04:20.000Z,-63.398,-61.377,12.5,7,mw,,,,,iscgem,iscgem787022,2015-02-12T21:52:42.074Z,South Shetland Islands,earthquake
1971-04-08T07:45:59.000Z,-4.33,102.285,75,7,mw,,,,,iscgem,iscgem785445,2015-03-20T15:14:21.151Z,"southern Sumatra, Indonesia",earthquake
1971-05-02T06:08:27.000Z,51.396,-177.318,24.2,7,mw,,,,,iscgem,iscgem784013,2015-02-12T23:14:26.872Z,"Andreanof Islands, Aleutian Islands, Alaska",earthquake
1971-05-18T22:44:43.000Z,63.952,145.965,10,7,mw,,,,,iscgem,iscgem784704,2015-02-12T22:08:39.627Z,"Magadanskaya Oblast', Russia",earthquake
1971-07-19T00:14:46.000Z,-5.754,153.868,35,7,mw,,,,,iscgem,iscgem782440,2015-03-20T15:16:25.967Z,"New Ireland region, Papua New Guinea",earthquake
1971-07-26T02:25:00.000Z,-5.116,152.282,40,7,mw,,,,,iscgem,iscgem782694,2015-01-24T18:07:58.000Z,"New Britain region, Papua New Guinea",earthquake
1971-09-16T06:22:40.000Z,-5.912,130.603,131,7,mw,,,,,iscgem,iscgem780358,2015-01-24T18:07:58.000Z,Banda Sea,earthquake
1972-01-23T21:17:54.000Z,-13.248,166.407,35,7,mw,,,,,iscgem,iscgem777164,2015-02-12T21:22:47.275Z,Vanuatu,earthquake
1972-04-24T09:57:21.000Z,23.564,121.539,22.2,7,mw,,,,,iscgem,iscgem774714,2015-03-20T15:19:26.254Z,Taiwan,earthquake
1972-11-02T19:55:22.000Z,-20.122,168.949,20,7,mw,,,,,iscgem,iscgem766936,2015-03-20T15:22:22.377Z,"Loyalty Islands, New Caledonia",earthquake
2010-01-12T21:53:10.060Z,18.443,-72.571,13,7,mwc,500,22.7,,0.97,us,usp000h60h,2015-03-24T18:25:53.635Z,Haiti region,earthquake
2010-02-26T20:31:26.970Z,25.93,128.425,25,7,mwc,487,15.7,,1.05,us,usp000h7qu,2015-03-24T18:45:10.967Z,"Ryukyu Islands, Japan",earthquake
2010-09-03T16:35:47.770Z,-43.522,171.83,12,7,mwc,365,15.8,,1.3,us,usp000hk46,2015-03-24T18:25:58.963Z,South Island of New Zealand,earthquake
2009-09-02T07:55:01.050Z,-7.782,107.297,46,7,mwc,312,16.3,,0.89,us,usp000h152,2015-03-24T01:39:11.360Z,"Java, Indonesia",earthquake
2006-02-22T22:19:07.800Z,-21.324,33.583,11,7,mwb,412,23.2,,1.37,us,usp000eamh,2015-03-24T18:26:01.661Z,Mozambique,earthquake
2012-04-12T07:15:48.500Z,28.696,-113.104,13,7,mww,474,95.9,,1.18,us,usp000jhr6,2015-03-24T01:39:49.824Z,"Baja California, Mexico",earthquake
2011-08-24T17:46:11.650Z,-7.641,-74.525,147,7,mww,471,26.9,,0.87,us,usp000j6z8,2015-03-24T18:26:19.528Z,northern Peru,earthquake
2011-07-10T00:57:10.800Z,38.034,143.264,23,7,mww,531,12.4,,1.04,us,usp000j4gp,2015-03-24T18:26:27.260Z,"off the east coast of Honshu, Japan",earthquake
2010-03-11T14:55:27.510Z,-34.326,-71.799,18,7,mwc,403,17.1,,1.02,us,usp000h94v,2015-03-24T18:45:16.004Z,"Libertador General Bernardo O'Higgins, Chile",earthquake
2007-09-13T03:35:28.720Z,-2.13,99.627,22,7,mwc,537,23.1,,1.04,us,usp000fn3d,2015-03-24T18:27:40.195Z,"Kepulauan Mentawai region, Indonesia",earthquake
2001-01-10T16:02:44.230Z,57.078,-153.211,33,7,mwc,549,,,1.17,us,usp000a7f2,2015-03-24T18:28:19.403Z,"Kodiak Island region, Alaska",earthquake
2011-01-01T09:56:58.120Z,-26.803,-63.136,576.8,7,mww,607,18.4,,0.85,us,usp000hsdc,2015-03-24T18:28:26.099Z,"Santiago Del Estero, Argentina",earthquake
2010-09-29T17:11:25.940Z,-4.963,133.76,26,7,mwc,271,15.1,,1.31,us,usp000hmbq,2015-03-24T18:28:41.100Z,"near the south coast of Papua, Indonesia",earthquake
2011-09-03T22:55:40.920Z,-20.671,169.716,185.1,7,mww,406,15.3,,0.99,us,usp000j7jb,2015-03-24T18:29:51.034Z,Vanuatu,earthquake
2011-01-13T16:16:41.540Z,-20.628,168.471,9,7,mww,578,13.3,,0.99,us,usp000ht15,2015-03-24T18:30:28.173Z,"Loyalty Islands, New Caledonia",earthquake
2010-08-04T22:01:43.620Z,-5.746,150.765,44,7,mww,396,12.7,,1.19,us,usp000hhhx,2015-03-24T18:30:39.266Z,"New Britain region, Papua New Guinea",earthquake
2010-06-16T03:16:27.550Z,-2.174,136.543,18,7,mwc,307,18.1,,1.27,us,usp000he3f,2015-03-24T18:31:17.605Z,"near the north coast of Papua, Indonesia",earthquake
1976-05-17T02:58:40.600Z,40.381,63.472,10,7,ms,,,,,us,usp0000gcj,2015-02-13T21:03:00.291Z,western Uzbekistan,earthquake
1979-11-27T17:10:00.000Z,34.059,59.757,8,7,,,,,,atlas,atlas19791127171000,2015-02-03T19:00:20.205Z,northeastern Iran,earthquake
2003-05-26T09:24:00.000Z,38.86,141.5,68,7,,,,,,atlas,atlas20030526092400,2015-02-04T05:42:21.422Z,"near the east coast of Honshu, Japan",earthquake
1958-01-15T19:14:31.000Z,-16.625,-72.242,64,7,mw,,,,,iscgem,iscgem883699,2015-02-12T22:02:05.941Z,near the coast of southern Peru,earthquake
2015-02-27T13:45:05.370Z,-7.2968,122.5348,552.06,7,mww,,12,1.362,1.12,us,usc000ttkd,2015-04-10T20:38:01.420Z,"130km N of Nebe, Indonesia",earthquake
