time,latitude,longitude,depth,mag,magType,nst,gap,dmin,rms,net,id,updated,place,type
1929-02-22T20:41:51.000Z,10.684,-41.984,10,7.1,mw,,,,,iscgem,iscgem907911,2015-02-12T20:08:45.276Z,northern Mid-Atlantic Ridge,earthquake
1929-11-15T18:50:28.000Z,7.542,142.734,10,7.1,mw,,,,,iscgem,iscgem908389,2015-02-12T22:27:30.801Z,"State of Yap, Federated States of Micronesia",earthquake
1930-05-06T22:34:26.000Z,38.087,44.781,15,7.1,mw,,,,,iscgem,iscgem907354,2015-02-12T20:53:30.579Z,Turkey-Iran border region,earthquake
1930-07-02T21:03:43.000Z,25.929,90.177,15,7.1,mw,,,,,iscgem,iscgem907472,2015-02-12T22:15:08.861Z,"Meghalaya, India region",earthquake
1931-05-20T02:22:52.000Z,37.795,-16.168,10,7.1,mw,,,,,iscgem,iscgem906785,2015-02-12T23:36:36.718Z,Azores-Cape St. Vincent Ridge,earthquake
1931-08-18T14:21:05.000Z,47.264,89.859,10,7.1,mw,,,,,iscgem,iscgem906951,2015-02-12T22:29:48.624Z,"northern Xinjiang, China",earthquake
1932-05-21T10:10:04.000Z,13.175,-88.07,15,7.1,mw,,,,,iscgem,iscgem906153,2015-02-12T22:40:54.243Z,El Salvador,earthquake
1933-01-21T19:21:13.000Z,-33.921,57.698,10,7.1,mw,,,,,iscgem,iscgem905360,2015-02-12T22:45:08.498Z,Southwest Indian Ridge,earthquake
1934-02-28T14:21:49.000Z,-5.444,150.706,15,7.1,mw,,,,,iscgem,iscgem904819,2015-02-12T20:10:58.597Z,"New Britain region, Papua New Guinea",earthquake
1934-04-15T22:15:22.000Z,7.681,126.676,35,7.1,mw,,,,,iscgem,iscgem904890,2015-02-12T21:20:32.348Z,"Mindanao, Philippines",earthquake
1934-11-30T02:05:16.000Z,18.499,-105.276,15,7.1,mw,,,,,iscgem,iscgem905294,2015-02-12T20:24:36.934Z,"offshore Jalisco, Mexico",earthquake
1935-10-18T00:12:00.000Z,40.235,144.011,15,7.1,mw,,,,,iscgem,iscgem904591,2015-02-12T22:48:05.486Z,"off the east coast of Honshu, Japan",earthquake
1936-02-15T12:46:59.000Z,-4.408,133.187,15,7.1,mw,,,,,iscgem,iscgem903478,2015-02-12T20:22:44.019Z,"near the south coast of Papua, Indonesia",earthquake
1936-08-22T06:51:35.000Z,21.991,121.214,15,7.1,mw,,,,,iscgem,iscgem903796,2015-01-24T18:07:46.000Z,Taiwan region,earthquake
1937-06-21T15:13:04.000Z,-8.335,-79.741,30,7.1,mw,,,,,iscgem,iscgem903121,2015-02-12T21:48:42.697Z,near the coast of northern Peru,earthquake
1937-08-11T00:55:56.000Z,-6.538,116.479,610,7.1,mw,,,,,iscgem,iscgem903200,2015-02-12T20:36:19.191Z,Bali Sea,earthquake
1938-05-23T08:21:51.000Z,18,120.045,15,7.1,mw,,,,,iscgem,iscgem902499,2015-02-12T20:09:19.496Z,"Luzon, Philippines",earthquake
1938-05-30T14:29:52.000Z,-20.008,168.825,35,7.1,mw,,,,,iscgem,iscgem902508,2015-02-12T23:02:31.615Z,"Loyalty Islands, New Caledonia",earthquake
1938-10-19T04:13:30.000Z,49.114,89.707,10,7.1,mw,,,,,iscgem,iscgem902718,2015-02-12T20:16:20.201Z,Russia-Mongolia border region,earthquake
1939-09-08T12:04:47.000Z,51.035,174.97,15,7.1,mw,,,,,iscgem,iscgem902140,2015-02-12T21:47:30.633Z,"Near Islands, Aleutian Islands, Alaska",earthquake
1943-04-01T14:18:17.000Z,-6.389,105.48,35,7.1,mw,,,,,iscgem,iscgem899784,2015-01-24T18:07:47.000Z,"Sunda Strait, Indonesia",earthquake
1944-02-29T16:28:08.000Z,0.059,75.144,15,7.1,mw,,,,,iscgem,iscgem899313,2015-02-12T23:40:52.165Z,Maldive Islands region,earthquake
1944-03-09T22:12:58.000Z,43.29,83.892,10,7.1,mw,,,,,iscgem,iscgem899329,2015-02-12T20:54:04.441Z,"northern Xinjiang, China",earthquake
1944-05-25T12:58:11.000Z,-2.424,152.488,15,7.1,mw,,,,,iscgem,iscgem899390,2015-02-12T22:06:20.893Z,"New Ireland region, Papua New Guinea",earthquake
1944-11-16T12:11:02.000Z,-11.936,166.251,35,7.1,mw,,,,,iscgem,iscgem899619,2015-02-12T21:54:36.516Z,Santa Cruz Islands,earthquake
1948-01-27T11:58:30.000Z,-20.222,-178.557,595,7.1,mw,,,,,iscgem,iscgem897168,2015-02-12T23:06:28.741Z,Fiji region,earthquake
1948-03-01T01:12:28.000Z,-3.1,127.111,15,7.1,mw,,,,,iscgem,iscgem897217,2015-02-12T23:31:01.989Z,"Seram, Indonesia",earthquake
1948-05-14T22:31:49.000Z,54.61,-161.19,25,7.1,mw,,,,,iscgem,iscgem897327,2015-02-12T20:15:55.369Z,Alaska Peninsula,earthquake
1948-05-25T07:11:34.000Z,30.166,100.423,55,7.1,mw,,,,,iscgem,iscgem897351,2015-02-12T20:48:46.164Z,"western Sichuan, China",earthquake
1949-07-02T19:57:14.000Z,16.575,147.45,15,7.1,mw,,,,,iscgem,iscgem896626,2015-02-12T21:31:12.625Z,Mariana Islands region,earthquake
1949-12-29T03:03:56.000Z,17.429,121.485,15,7.1,mw,,,,,iscgem,iscgem897130,2015-02-12T21:00:00.509Z,"Luzon, Philippines",earthquake
1950-05-26T01:17:14.000Z,-20.253,169.723,50,7.1,mw,,,,,iscgem,iscgem895457,2015-02-12T20:26:19.619Z,Vanuatu,earthquake
1950-08-14T22:51:26.000Z,-27.507,-62.838,610,7.1,mw,,,,,iscgem,iscgem895680,2015-02-12T21:05:06.767Z,"Santiago Del Estero, Argentina",earthquake
1950-12-14T14:15:54.000Z,16.739,-98.482,35,7.1,mw,,,,,iscgem,iscgem896193,2015-02-12T21:00:23.665Z,"Guerrero, Mexico",earthquake
1951-04-14T13:33:02.000Z,61.214,136.593,10,7.1,mw,,,,,iscgem,iscgem894262,2015-02-12T21:01:49.924Z,"southeastern Sakha, Russia",earthquake
1951-07-11T18:21:59.000Z,28.359,139.405,496.7,7.1,mw,,,,,iscgem,iscgem894503,2015-02-12T22:32:08.788Z,"Bonin Islands, Japan region",earthquake
1953-11-04T03:49:13.000Z,-13.082,166.464,35,7.1,mw,,,,,iscgem,iscgem892130,2015-02-12T20:36:01.503Z,Vanuatu,earthquake
1954-03-31T18:25:50.000Z,12.185,58,15,7.1,mw,,,,,iscgem,iscgem890491,2015-02-12T23:06:02.942Z,Owen Fracture Zone region,earthquake
1954-12-16T11:07:17.000Z,39.346,-117.981,10,7.1,mw,,,,,iscgem,iscgem891356,2015-02-12T21:24:37.590Z,Nevada,earthquake
1955-04-14T01:29:04.000Z,29.957,101.759,10,7.1,mw,,,,,iscgem,iscgem889422,2015-02-12T21:05:43.675Z,"western Sichuan, China",earthquake
1956-10-24T14:42:18.000Z,11.682,-86.556,35,7.1,mw,,,,,iscgem,iscgem888827,2015-02-12T21:56:10.997Z,near the coast of Nicaragua,earthquake
1957-03-11T09:58:52.000Z,52.691,-169.191,35,7.1,mw,,,,,iscgem,iscgem886098,2015-02-12T22:54:22.285Z,"Fox Islands, Aleutian Islands, Alaska",earthquake
1957-03-12T11:45:00.000Z,51.481,-177.243,20,7.1,mw,,,,,iscgem,iscgem886120,2015-02-12T22:43:50.085Z,"Andreanof Islands, Aleutian Islands, Alaska",earthquake
1957-03-14T14:47:50.000Z,51.196,-176.733,25,7.1,mw,,,,,iscgem,iscgem886155,2015-02-12T23:10:58.304Z,"Andreanof Islands, Aleutian Islands, Alaska",earthquake
1957-03-22T14:21:15.000Z,53.778,-165.771,46.6,7.1,mw,,,,,iscgem,iscgem886230,2015-02-12T21:27:00.968Z,"Fox Islands, Aleutian Islands, Alaska",earthquake
1957-04-14T19:18:04.000Z,-15.02,-173.381,20,7.1,mw,,,,,iscgem,iscgem886391,2015-02-12T22:56:09.284Z,Tonga,earthquake
1957-04-24T19:10:13.000Z,36.493,28.829,35,7.1,mw,,,,,iscgem,iscgem886445,2015-02-12T23:24:52.336Z,"Dodecanese Islands, Greece",earthquake
1957-05-26T06:33:37.000Z,40.73,31.09,25,7.1,mw,,,,,iscgem,iscgem886602,2015-02-12T23:38:10.652Z,western Turkey,earthquake
1957-06-22T23:50:35.000Z,-1.723,136.592,59.1,7.1,mw,,,,,iscgem,iscgem886739,2015-02-12T20:14:44.133Z,"Biak region, Indonesia",earthquake
1958-04-07T15:30:45.000Z,65.915,-156.343,15,7.1,mw,,,,,iscgem,iscgem884131,2015-02-12T21:06:50.156Z,northern Alaska,earthquake
1959-06-14T00:12:06.000Z,-20.407,-68.862,109.2,7.1,mw,,,,,iscgem,iscgem882240,2015-02-12T23:12:34.761Z,"Tarapaca, Chile",earthquake
1960-01-15T09:30:21.000Z,-15.008,-74.867,65,7.1,mw,,,,,iscgem,iscgem878016,2015-02-12T21:15:48.323Z,near the coast of southern Peru,earthquake
1960-05-22T10:30:44.000Z,-37.775,-73.017,25,7.1,mw,,,,,iscgem,iscgem879127,2015-02-12T22:56:30.874Z,"Bio-Bio, Chile",earthquake
1961-08-11T15:51:36.000Z,43.056,145.101,43.9,7.1,mw,,,,,iscgem,iscgem877175,2015-02-12T23:09:24.839Z,"Hokkaido, Japan region",earthquake
1961-09-08T11:26:32.000Z,-56.332,-27.345,100.9,7.1,mw,,,,,iscgem,iscgem877339,2015-02-12T22:53:08.508Z,South Sandwich Islands region,earthquake
1962-02-14T06:36:05.000Z,-37.845,-72.885,30,7.1,mw,,,,,iscgem,iscgem17291428,2015-02-12T20:38:38.229Z,"Araucania, Chile",earthquake
1962-04-23T05:58:13.000Z,42.506,143.734,60,7.1,mw,,,,,iscgem,iscgem874610,2015-02-12T23:32:12.414Z,"Hokkaido, Japan region",earthquake
1962-05-15T05:23:49.000Z,-7.351,128.218,30.2,7.1,mw,,,,,iscgem,iscgem874743,2015-02-12T20:32:42.441Z,"Kepulauan Barat Daya, Indonesia",earthquake
1963-04-16T01:29:23.000Z,-0.975,128.07,30,7.1,mw,,,,,iscgem,iscgem872157,2015-02-12T23:49:41.724Z,"Halmahera, Indonesia",earthquake
1964-06-23T01:26:38.000Z,43.222,146.159,71.3,7.1,mw,,,,,iscgem,iscgem867135,2015-01-24T18:07:52.000Z,Kuril Islands,earthquake
1964-09-15T15:29:38.000Z,8.855,93.101,70,7.1,mw,,,,,iscgem,iscgem864419,2015-01-24T18:07:52.000Z,"Nicobar Islands, India region",earthquake
1966-06-15T00:59:50.000Z,-10.318,161.006,45,7.1,mw,,,,,iscgem,iscgem846454,2015-02-12T23:14:21.267Z,Solomon Islands,earthquake
1966-12-31T22:15:19.000Z,-12.326,166.491,35,7.1,mw,,,,,iscgem,iscgem841184,2015-02-12T21:01:48.027Z,Santa Cruz Islands,earthquake
1967-10-15T08:00:52.000Z,11.925,-85.872,160.4,7.1,mw,,,,,iscgem,iscgem830329,2015-02-12T20:20:45.350Z,Nicaragua,earthquake
1968-02-26T10:50:19.000Z,22.733,121.368,25,7.1,mw,,,,,iscgem,iscgem826743,2015-02-12T22:45:22.465Z,Taiwan region,earthquake
1968-08-31T10:47:43.000Z,34.158,59.083,10,7.1,mw,,,,,iscgem,iscgem818488,2015-02-12T22:35:01.488Z,northeastern Iran,earthquake
1968-09-26T18:02:54.000Z,-30.62,-177.914,50,7.1,mw,,,,,iscgem,iscgem817404,2015-02-12T22:22:15.358Z,"Kermadec Islands, New Zealand",earthquake
1969-01-19T18:50:53.000Z,-14.849,167.345,112.9,7.1,mw,,,,,iscgem,iscgem813304,2015-02-12T23:13:53.037Z,Vanuatu,earthquake
1969-08-14T14:19:04.000Z,43.313,147.647,27.5,7.1,mw,,,,,iscgem,iscgem805782,2015-02-12T22:48:40.858Z,Kuril Islands,earthquake
1970-01-04T17:00:41.000Z,24.185,102.543,11.3,7.1,mw,,,,,iscgem,iscgem799712,2015-02-12T22:18:04.644Z,"Yunnan, China",earthquake
1970-02-28T10:52:33.000Z,52.487,-174.915,164.1,7.1,mw,,,,,iscgem,iscgem799531,2015-02-12T21:20:02.004Z,"Andreanof Islands, Aleutian Islands, Alaska",earthquake
1970-05-27T12:05:07.000Z,27.236,140.23,390,7.1,mw,,,,,iscgem,iscgem796043,2015-02-12T20:51:14.756Z,"Bonin Islands, Japan region",earthquake
1971-01-03T17:35:41.000Z,-55.918,-2.668,15,7.1,mw,,,,,iscgem,iscgem787884,2015-02-12T20:47:05.062Z,southern Mid-Atlantic Ridge,earthquake
1971-08-02T07:24:58.000Z,41.415,143.416,54.8,7.1,mw,,,,,iscgem,iscgem780829,2015-03-20T15:17:06.069Z,"Hokkaido, Japan region",earthquake
1971-11-21T05:57:12.000Z,-11.857,166.557,113.1,7.1,mw,,,,,iscgem,iscgem778697,2015-03-20T15:18:06.652Z,Santa Cruz Islands,earthquake
1972-01-25T03:41:24.000Z,23.107,121.974,25,7.1,mw,,,,,iscgem,iscgem777209,2015-03-20T15:19:01.148Z,Taiwan,earthquake
1972-05-22T20:45:57.000Z,-17.76,-175.066,222.1,7.1,mw,,,,,iscgem,iscgem773729,2015-03-20T15:20:01.976Z,Tonga,earthquake
2012-03-25T22:37:06.000Z,-35.2,-72.217,40.7,7.1,mww,553,15.2,,,us,usp000jgsw,2015-03-24T18:25:50.149Z,"Maule, Chile",earthquake
2006-12-26T12:26:21.140Z,21.799,120.547,10,7.1,mwb,744,29.1,,1,us,usp000f114,2015-03-24T18:26:02.627Z,Taiwan region,earthquake
2009-08-09T10:55:55.110Z,33.167,137.944,292,7.1,mwc,447,14.2,,0.91,us,usp000h04j,2015-03-24T18:26:06.417Z,"near the south coast of Honshu, Japan",earthquake
2011-10-23T10:41:23.250Z,38.721,43.508,18,7.1,mww,693,19.7,,0.93,us,usp000j9rr,2015-03-24T18:26:10.222Z,eastern Turkey,earthquake
2011-04-07T14:32:43.290Z,38.276,141.588,42,7.1,mww,446,17.7,,0.94,us,usp000hzf6,2015-03-24T18:26:12.995Z,"near the east coast of Honshu, Japan",earthquake
2012-12-10T16:53:08.770Z,-6.533,129.825,155,7.1,mww,517,8.7,,0.95,us,usp000jwt8,2015-03-24T01:43:05.323Z,Banda Sea,earthquake
2011-12-14T05:04:58.630Z,-7.551,146.809,135,7.1,mww,485,10.6,,0.78,us,usp000jc5z,2015-03-24T01:44:19.282Z,"eastern New Guinea region, Papua New Guinea",earthquake
2012-02-02T13:34:40.650Z,-17.827,167.133,23,7.1,mww,573,12,,1.07,us,usp000jeag,2015-03-24T01:57:47.894Z,Vanuatu,earthquake
2005-02-05T12:23:18.940Z,5.293,123.337,525,7.1,mwc,640,26.4,,1.14,us,usp000dfj2,2015-03-24T02:10:43.765Z,Celebes Sea,earthquake
2010-01-03T22:36:25.640Z,-8.783,157.354,10,7.1,mwc,377,15,,1.09,us,usp000h5np,2015-03-24T18:45:03.394Z,Solomon Islands,earthquake
2011-04-07T14:32:00.000Z,38.276,141.588,42,7.1,,,,,,atlas,atlas20110407143200,2015-02-04T11:12:41.057Z,"near the east coast of Honshu, Japan",earthquake
1963-04-16T01:55:13.000Z,-1.05,128.043,30,7.1,mw,,,,,iscgem,iscgem872159,2015-02-12T23:46:02.231Z,"Kepulauan Obi, Indonesia",earthquake
2015-02-13T18:59:12.230Z,52.6487,-31.9016,16.68,7.1,mww,,17,11.262,0.79,us,usb000tp5q,2015-04-01T13:21:42.863Z,Northern Mid-Atlantic Ridge,earthquake
2013-02-06T01:54:14.610Z,-10.499,165.588,8.8,7,mww,445,17.5,,1.22,us,usc000f1ts,2014-11-07T01:50:01.289Z,"27km NNW of Lata, Solomon Islands",earthquake
2013-04-06T04:42:35.860Z,-3.517,138.476,66,7,mww,640,11.4,,0.81,us,usb000g13s,2015-01-31T03:43:21.989Z,"240km E of Enarotali, Indonesia",earthquake
2014-10-09T02:14:31.440Z,-32.1082,-110.8112,16.54,7,mww,,22,5.127,0.43,us,usb000sk6k,2015-01-06T23:49:48.040Z,Southern East Pacific Rise,earthquake
2013-08-30T16:25:02.300Z,51.537,-175.2297,29,7,mww,,53,0.624,0.89,us,usb000jdt7,2015-01-30T10:11:15.812Z,"101km SW of Atka, Alaska",earthquake
2013-11-25T06:27:33.300Z,-53.9451,-55.0033,11.78,7,mww,,31,2.935,1.08,us,usb000l5zn,2014-02-11T02:25:27.101Z,Falkland Islands region,earthquake
1973-03-17T08:30:51.800Z,13.372,122.787,33,7,ms,,,,,us,usp00000z7,2015-03-20T15:23:29.472Z,"Luzon, Philippines",earthquake
1973-10-06T15:07:37.300Z,-60.823,-21.549,33,7,ms,,,,,us,usp00003qs,2015-02-12T21:03:53.757Z,east of the South Sandwich Islands,earthquake
1974-01-31T23:30:05.300Z,-7.461,155.894,34,7,ms,,,,,us,usp000053h,2015-03-20T15:27:02.563Z,Solomon Islands,earthquake
1975-02-04T11:36:07.500Z,40.641,122.58,33,7,mw,,,,,us,usp00009ss,2015-02-12T23:49:38.064Z,"Liaoning, China",earthquake
1975-06-10T13:47:14.500Z,43.024,147.734,15,7,ms,,,,,us,usp0000bdp,2015-03-20T15:32:27.825Z,Kuril Islands,earthquake
1975-10-01T03:29:58.900Z,-4.882,102.198,33,7,ms,,,,,us,usp0000d0m,2015-03-20T15:33:53.005Z,"southern Sumatra, Indonesia",earthquake
1975-10-06T22:24:16.200Z,-12.519,166.499,54,7,ms,,,,,us,usp0000d2p,2015-02-12T22:36:08.373Z,Santa Cruz Islands,earthquake
1976-01-21T10:05:24.100Z,44.915,149.123,41,7,ms,,,,,us,usp0000ekj,2015-02-12T21:22:46.643Z,Kuril Islands,earthquake
1976-04-08T02:40:27.000Z,40.311,63.773,33,7,ms,,,,,us,usp0000ft0,2015-03-20T15:36:23.967Z,western Uzbekistan,earthquake
1976-05-29T14:00:18.500Z,24.531,98.71,10,7,ms,,,,,us,usp0000gm8,2015-03-20T15:37:08.014Z,Myanmar-China border region,earthquake
1976-06-20T20:53:13.400Z,3.397,96.318,33,7,ms,,,,,us,usp0000gzb,2015-03-20T15:37:41.481Z,"northern Sumatra, Indonesia",earthquake
1976-07-11T20:41:47.500Z,7.409,-78.127,3,7,ms,,,,,us,usp0000h9g,2015-03-20T15:38:00.763Z,Panama,earthquake
1977-03-18T21:43:52.400Z,16.773,122.327,37,7,ms,,,,,us,usp0000myv,2015-03-20T15:40:57.444Z,"Luzon, Philippines",earthquake
1978-06-17T15:11:33.500Z,-17.098,-172.264,33,7,ms,,,,,us,usp0000v3r,2015-02-12T20:44:35.449Z,Tonga region,earthquake
1978-08-23T00:38:32.200Z,10.204,-85.222,56,7,ms,,,,,us,usp0000w5v,2015-03-20T15:48:20.515Z,Costa Rica,earthquake
1978-12-23T11:23:12.000Z,23.247,122.075,33,7,ms,,,,,us,usp0000y1y,2015-03-20T15:50:24.418Z,Taiwan region,earthquake
1980-02-23T05:51:03.200Z,43.53,146.753,44,7,ms,,,,,us,usp00015mw,2015-03-20T15:55:22.174Z,Kuril Islands,earthquake
1981-01-30T08:52:44.100Z,51.744,176.274,33,7,ms,,,,,us,usp0001byq,2015-02-12T21:44:41.476Z,"Rat Islands, Aleutian Islands, Alaska",earthquake
1981-07-06T03:08:24.180Z,-22.293,171.742,33,7,ms,,,,0.9,us,usp0001ej2,2015-02-12T22:11:28.179Z,southeast of the Loyalty Islands,earthquake
1981-07-15T07:59:08.470Z,-17.26,167.601,30,7,ms,,,,1,us,usp0001eq4,2015-03-20T16:00:26.457Z,Vanuatu,earthquake
1982-06-07T10:59:40.160Z,16.558,-98.358,33.8,7,ms,,,,1.1,us,usp0001mrg,2015-03-20T16:02:56.498Z,"Guerrero, Mexico",earthquake
1982-07-07T10:43:03.740Z,-51.225,160.513,10,7,ms,,,,1.3,us,usp0001nap,2015-02-12T22:42:02.271Z,north of Macquarie Island,earthquake
1982-08-05T20:32:52.950Z,-12.597,165.931,30.7,7,mw,,,,1.4,us,usp0001nvd,2015-02-12T23:30:47.257Z,Santa Cruz Islands,earthquake
1983-01-17T12:41:29.700Z,38.026,20.228,14.3,7,mw,,,,1.3,us,usp0001sa1,2015-02-12T20:43:59.910Z,Greece,earthquake
1983-01-26T16:02:21.350Z,-30.383,-179.339,238,7,mw,,,,1.2,us,usp0001smj,2015-02-12T21:34:27.972Z,Kermadec Islands region,earthquake
1983-04-12T12:07:54.520Z,-4.843,-78.103,104.2,7,mw,,,,1.2,us,usp0001uct,2015-03-20T16:06:09.601Z,Peru-Ecuador border region,earthquake
1983-04-18T10:58:51.260Z,27.793,62.054,64,7,mw,,,,1.2,us,usp0001uj8,2015-03-20T16:06:18.871Z,Iran-Pakistan border region,earthquake
1983-12-02T03:09:05.660Z,14.066,-91.924,67.1,7,mw,,,,1.1,us,usp000207b,2015-03-20T16:09:40.894Z,offshore Guatemala,earthquake
1984-01-08T15:24:13.560Z,-2.823,118.806,33,7,mw,,,,1.3,us,usp000213u,2015-03-20T16:10:14.706Z,"Sulawesi, Indonesia",earthquake
1984-03-19T20:28:38.240Z,40.32,63.35,14.5,7,mw,,,,0.9,us,usp00022s5,2015-03-20T16:10:56.997Z,western Uzbekistan,earthquake
1985-04-13T03:00:06.780Z,1.622,126.411,50.7,7,mw,,,,1.2,us,usp0002drr,2015-02-12T21:26:23.210Z,Molucca Sea,earthquake
1985-04-23T16:15:12.020Z,15.344,120.61,188.4,7,mw,,,,1.1,us,usp0002e2z,2015-03-20T16:16:11.081Z,"Luzon, Philippines",earthquake
1985-08-23T12:41:56.160Z,39.431,75.224,6.8,7,mw,,,,1.2,us,usp0002j21,2015-03-20T16:18:04.730Z,"southern Xinjiang, China",earthquake
1985-11-28T02:25:42.340Z,-14.043,166.24,33,7,mw,,,,1,us,usp0002na9,2015-03-20T16:19:40.720Z,Vanuatu,earthquake
1985-11-28T03:49:54.150Z,-13.987,166.185,33,7,mw,,,,1.1,us,usp0002nae,2015-03-20T16:19:44.296Z,Vanuatu,earthquake
1986-04-30T07:07:18.120Z,18.404,-102.973,26.5,7,mw,,,,1.2,us,usp0002tcb,2015-03-20T16:21:40.258Z,"Michoacan, Mexico",earthquake
1987-01-30T22:29:42.090Z,-60.063,-26.916,47.6,7,mw,,,,1.4,us,usp000321p,2015-02-12T22:19:03.979Z,South Sandwich Islands region,earthquake
1987-03-05T10:55:12.350Z,-24.495,-70.701,34.8,7,mw,,,,1.2,us,usp0003308,2015-03-20T16:25:54.363Z,"near the coast of Antofagasta, Chile",earthquake
1987-04-01T01:48:08.520Z,-22.767,-66.205,248.7,7,mw,,,,1.1,us,usp00033th,2015-03-20T16:26:34.823Z,"Jujuy, Argentina",earthquake
1987-10-12T13:57:04.790Z,-7.288,154.371,24.7,7,mw,,,,1.1,us,usp000396s,2015-03-20T16:29:25.587Z,"Bougainville region, Papua New Guinea",earthquake
1988-01-19T07:30:31.860Z,-24.71,-70.568,33,7,mw,,,,1.3,us,usp0003c61,2015-03-20T16:30:45.077Z,"Antofagasta, Chile",earthquake
1988-07-23T15:17:08.180Z,-6.526,152.779,16.6,7,mw,,,,0.9,us,usp0003j4t,2015-02-12T22:55:05.373Z,"New Britain region, Papua New Guinea",earthquake
1988-07-25T06:46:06.690Z,-6.081,133.667,27.7,7,mw,,,,1,us,usp0003j6r,2015-03-20T16:33:10.519Z,"Kepulauan Aru region, Indonesia",earthquake
1989-05-14T00:59:50.450Z,-30.523,-178.414,43.8,7,mw,,,,1.1,us,usp0003v79,2015-02-12T20:20:39.258Z,"Kermadec Islands, New Zealand",earthquake
2000-04-23T09:27:23.320Z,-28.307,-62.99,608.5,7,mwb,,,,0.89,us,usp0009rrc,2015-03-20T17:39:57.864Z,"Santiago Del Estero, Argentina",earthquake
2000-10-04T16:58:44.310Z,-15.421,166.91,23,7,mwc,357,,,1.16,us,usp000a18v,2015-03-20T17:42:54.290Z,Vanuatu,earthquake
2000-10-29T08:37:08.770Z,-4.766,153.945,50,7,mwc,60,,,0.96,us,usp000a2mw,2015-02-12T21:47:29.924Z,"New Ireland region, Papua New Guinea",earthquake
2000-12-06T17:11:06.400Z,39.566,54.799,30,7,mwc,495,,,0.9,us,usp000a5m7,2015-03-20T17:44:15.429Z,Turkmenistan,earthquake
2001-10-12T15:02:16.840Z,12.686,144.98,37,7,mwc,482,,,1.15,us,usp000aqsu,2015-03-20T17:49:37.727Z,Guam region,earthquake
2003-05-26T09:24:33.400Z,38.849,141.568,68,7,mwb,690,19.1,,1.01,us,usp000by66,2015-02-12T22:14:25.257Z,"near the east coast of Honshu, Japan",earthquake
2003-05-26T19:23:27.940Z,2.354,128.855,31,7,mwc,473,30.3,,1.09,us,usp000by7n,2015-03-20T17:58:59.249Z,"Halmahera, Indonesia",earthquake
2003-10-31T01:06:28.280Z,37.812,142.619,10,7,mwb,568,61.2,,0.8,us,usp000cbpa,2015-03-20T18:01:33.248Z,"off the east coast of Honshu, Japan",earthquake
2004-02-05T21:05:02.840Z,-3.615,135.538,16.6,7,mwc,367,33,,0.98,us,usp000ckg7,2015-03-20T18:02:26.220Z,"Papua, Indonesia",earthquake
2004-10-09T21:26:53.690Z,11.422,-86.665,35,7,mwc,441,32.2,,1.1,us,usp000d63h,2015-02-12T21:41:11.133Z,near the coast of Nicaragua,earthquake
2004-11-28T18:32:14.130Z,43.006,145.119,39,7,mwb,929,23.9,,0.79,us,usp000d9h1,2015-03-24T00:42:59.204Z,"Hokkaido, Japan region",earthquake
2005-11-14T21:38:51.420Z,38.107,144.896,11,7,mwc,699,21.4,,0.86,us,usp000e462,2015-03-24T00:45:48.678Z,"off the east coast of Honshu, Japan",earthquake
2006-08-20T03:41:48.040Z,-61.029,-34.371,13,7,mwb,322,27.1,,1.01,us,usp000erc2,2015-02-12T21:00:30.981Z,Scotia Sea,earthquake
2008-06-30T06:17:43.020Z,-58.227,-22.099,8,7,mwc,309,25.4,,1.36,us,usp000gazv,2015-02-12T21:59:43.123Z,South Sandwich Islands region,earthquake
2008-07-19T02:39:28.700Z,37.552,142.214,22,7,mwc,577,18.2,,0.84,us,usp000gcjg,2015-03-24T00:56:47.472Z,"off the east coast of Honshu, Japan",earthquake
2008-09-29T15:19:31.590Z,-29.756,-177.683,36,7,mwc,524,17.4,,1.21,us,usp000ghyg,2015-02-12T22:01:19.391Z,"Kermadec Islands, New Zealand",earthquake
2009-02-18T21:53:45.160Z,-27.424,-176.33,25,7,mwc,353,18.5,,0.95,us,usp000gu5x,2015-02-12T22:28:26.385Z,Kermadec Islands region,earthquake
1990-05-30T10:40:06.140Z,45.841,26.668,89.3,7,mw,,,,1,us,usp00049yk,2015-02-12T20:40:58.865Z,Romania,earthquake
1990-10-17T14:30:13.160Z,-10.97,-70.776,598.8,7,mw,,,,1,us,usp0004fv5,2015-03-20T16:45:44.559Z,Peru-Brazil border region,earthquake
1991-01-05T14:57:11.590Z,23.613,95.901,19.7,7,mw,,,,1.3,us,usp0004k8g,2015-02-12T22:20:20.343Z,Myanmar,earthquake
1991-02-18T02:37:25.120Z,8.87,126.48,23.9,7,mw,,,,1.3,us,usp0004n2a,2015-03-20T16:47:50.430Z,"Mindanao, Philippines",earthquake
1991-04-29T09:12:48.100Z,42.453,43.673,17.2,7,mw,,,,1.2,us,usp0004qza,2015-02-13T21:31:40.441Z,Georgia (Sak'art'velo),earthquake
1991-05-19T00:58:01.730Z,1.156,122.957,33,7,mw,,,,1.2,us,usp0004ru5,2015-03-20T16:49:21.996Z,"Minahasa, Sulawesi, Indonesia",earthquake
1991-05-30T13:17:41.970Z,54.567,-161.606,28.4,7,mw,,,,1.1,us,usp0004s9h,2015-02-12T23:28:22.106Z,Alaska Peninsula,earthquake
1991-06-09T07:45:02.130Z,-20.252,-176.218,265.5,7,mw,,,,1,us,usp0004sq2,2015-03-20T16:49:37.703Z,Fiji region,earthquake
